Clase,Pieza,Superficie_1,Superficie_2,Superficie_3,Superficie_4,Superficie_5,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
II,5,Mesial,Distal,Oclusal,ninguna,ninguna,37.75,limpia,Estratificacion,Fluida,2.25,200.71,20.8,0.12,Sobreobturado
II,14,Mesial,Distal,Oclusal,Bucal,Lingual,115.5,con_tejido,Bulk,Con fibra de vidrio,1.0,891.11,98.95,0.08,Equiobturado
V,29,Lingual,ninguna,ninguna,ninguna,ninguna,17.5,con_tejido,Estratificacion,Bulk,2.75,248.44,17.14,-0.16,Subobturado
I,24,Bucal,ninguna,ninguna,ninguna,ninguna,4.25,limpia,Bulk,Con fibra de vidrio,1.5,81.88,10.99,0.05,Equiobturado
I,13,Oclusal,ninguna,ninguna,ninguna,ninguna,3.5,con_tejido,Bulk,Fluida,2.5,106.0,18.03,-0.06,Subobturado
V,18,Lingual,ninguna,ninguna,ninguna,ninguna,45.5,con_tejido,Estratificacion,Fluida,1.75,214.73,7.91,-0.19,Subobturado
V,25,Bucal,ninguna,ninguna,ninguna,ninguna,13.25,con_tejido,Estratificacion,Fluida,3.0,230.16,41.21,-0.12,Subobturado
I,25,Lingual,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Estratificacion,Con fibra de vidrio,2.0,73.12,11.22,0.12,Sobreobturado
I,7,Oclusal,ninguna,ninguna,ninguna,ninguna,2.25,limpia,Estratificacion,Compuesta,2.0,64.38,2.58,-0.06,Subobturado
VI,7,Incisal,ninguna,ninguna,ninguna,ninguna,11.0,con_tejido,Bulk,Compuesta,1.75,109.29,14.81,0.13,Sobreobturado
V,9,Bucal,ninguna,ninguna,ninguna,ninguna,12.5,limpia,Bulk,Bulk,3.25,240.31,9.65,-0.18,Subobturado
III,24,Mesial,Lingual,ninguna,ninguna,ninguna,10.0,limpia,Estratificacion,Compuesta,2.25,92.75,12.97,-0.14,Subobturado
IV,9,Mesial,Bucal,Lingual,ninguna,ninguna,34.5,limpia,Bulk,Compuesta,1.5,170.1,9.52,-0.05,Subobturado
IV,25,Mesial,Bucal,Lingual,ninguna,ninguna,42.75,con_tejido,Estratificacion,Bulk,2.75,286.74,30.42,0.08,Equiobturado
II,30,Mesial,Distal,Oclusal,Lingual,ninguna,116.25,con_tejido,Estratificacion,Bulk,1.5,785.0,60.23,-0.06,Subobturado
II,19,Mesial,Oclusal,Lingual,ninguna,ninguna,70.75,con_tejido,Estratificacion,Con fibra de vidrio,1.25,375.12,62.1,0.11,Sobreobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,47.75,con_tejido,Estratificacion,Compuesta,3.75,368.61,53.97,-0.14,Subobturado
II,21,Distal,Oclusal,Bucal,ninguna,ninguna,41.5,con_tejido,Estratificacion,Con fibra de vidrio,2.25,222.61,28.12,0.1,Equiobturado
I,7,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Bulk,Bulk,1.75,103.75,5.78,0.09,Equiobturado
II,16,Mesial,Oclusal,Lingual,ninguna,ninguna,54.25,con_tejido,Bulk,Bulk,3.5,416.33,40.63,-0.11,Subobturado
II,17,Distal,Oclusal,Bucal,ninguna,ninguna,33.75,con_tejido,Bulk,Con fibra de vidrio,1.0,146.35,16.88,0.18,Sobreobturado
I,23,Lingual,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Estratificacion,Fluida,3.25,156.25,25.56,0.05,Equiobturado
II,4,Mesial,Oclusal,ninguna,ninguna,ninguna,31.5,limpia,Bulk,Fluida,3.5,138.95,22.21,0.17,Sobreobturado
V,8,Bucal,ninguna,ninguna,ninguna,ninguna,18.75,con_tejido,Bulk,Con fibra de vidrio,1.25,161.09,27.86,-0.18,Subobturado
V,27,Lingual,ninguna,ninguna,ninguna,ninguna,14.75,limpia,Estratificacion,Bulk,1.5,144.84,8.42,0.16,Sobreobturado
II,32,Mesial,Distal,Oclusal,ninguna,ninguna,43.25,con_tejido,Bulk,Compuesta,1.75,242.29,39.64,0.15,Sobreobturado
II,2,Distal,Oclusal,Lingual,ninguna,ninguna,53.0,con_tejido,Estratificacion,Fluida,1.75,348.0,39.21,-0.18,Subobturado
II,30,Mesial,Oclusal,Lingual,ninguna,ninguna,52.0,limpia,Bulk,Con fibra de vidrio,3.5,467.0,80.88,-0.08,Subobturado
II,3,Mesial,Distal,Oclusal,Bucal,Lingual,119.75,con_tejido,Estratificacion,Compuesta,3.75,1185.0,194.03,-0.1,Subobturado
II,15,Mesial,Oclusal,ninguna,ninguna,ninguna,52.75,con_tejido,Bulk,Bulk,2.25,275.75,13.03,-0.14,Subobturado
I,5,Lingual,ninguna,ninguna,ninguna,ninguna,9.5,limpia,Estratificacion,Compuesta,2.25,148.75,17.59,0.02,Equiobturado
I,6,Bucal,ninguna,ninguna,ninguna,ninguna,3.5,limpia,Bulk,Bulk,2.5,103.75,7.33,0.02,Equiobturado
II,19,Mesial,Distal,Oclusal,Bucal,ninguna,119.5,limpia,Bulk,Fluida,1.25,778.0,69.44,-0.03,Subobturado
V,11,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Bulk,Compuesta,1.75,81.88,11.03,0.07,Equiobturado
I,23,Oclusal,ninguna,ninguna,ninguna,ninguna,5.25,limpia,Bulk,Fluida,3.0,151.88,20.75,-0.11,Subobturado
II,2,Mesial,Oclusal,Bucal,ninguna,ninguna,59.25,limpia,Bulk,Con fibra de vidrio,3.75,509.88,32.03,0.02,Equiobturado
I,8,Bucal,ninguna,ninguna,ninguna,ninguna,2.75,con_tejido,Bulk,Compuesta,1.25,46.88,3.13,0.05,Equiobturado
III,7,Distal,Lingual,ninguna,ninguna,ninguna,8.75,limpia,Bulk,Bulk,3.5,123.69,21.22,0.1,Equiobturado
V,3,Bucal,ninguna,ninguna,ninguna,ninguna,56.75,limpia,Bulk,Bulk,3.25,376.38,55.11,0.05,Equiobturado
V,22,Lingual,ninguna,ninguna,ninguna,ninguna,14.25,con_tejido,Estratificacion,Fluida,1.5,140.78,9.28,-0.19,Subobturado
II,1,Mesial,Oclusal,ninguna,ninguna,ninguna,46.5,con_tejido,Bulk,Con fibra de vidrio,2.75,215.34,13.6,-0.16,Subobturado
I,29,Lingual,ninguna,ninguna,ninguna,ninguna,4.5,limpia,Bulk,Bulk,3.0,137.5,16.78,0.2,Sobreobturado
IV,10,Distal,Bucal,Lingual,ninguna,ninguna,35.25,con_tejido,Estratificacion,Fluida,1.0,137.13,18.35,0.05,Equiobturado
V,1,Bucal,ninguna,ninguna,ninguna,ninguna,4.25,limpia,Bulk,Fluida,3.75,205.78,7.67,0.05,Equiobturado
II,29,Mesial,Oclusal,Lingual,ninguna,ninguna,47.0,limpia,Estratificacion,Fluida,2.75,291.23,20.62,-0.03,Subobturado
V,14,Lingual,ninguna,ninguna,ninguna,ninguna,51.75,limpia,Estratificacion,Con fibra de vidrio,1.75,233.71,38.98,0.12,Sobreobturado
V,6,Lingual,ninguna,ninguna,ninguna,ninguna,12.75,limpia,Estratificacion,Bulk,4.0,291.09,23.29,-0.02,Subobturado
V,16,Bucal,ninguna,ninguna,ninguna,ninguna,5.5,limpia,Estratificacion,Con fibra de vidrio,1.25,53.44,9.33,-0.11,Subobturado
II,12,Distal,Oclusal,Lingual,ninguna,ninguna,39.25,limpia,Estratificacion,Fluida,2.0,191.22,31.99,-0.14,Subobturado
V,31,Lingual,ninguna,ninguna,ninguna,ninguna,31.25,limpia,Bulk,Con fibra de vidrio,3.5,320.22,24.03,0.09,Equiobturado
IV,24,Mesial,Bucal,Lingual,ninguna,ninguna,47.25,con_tejido,Bulk,Con fibra de vidrio,2.25,266.45,41.1,0.08,Equiobturado
II,31,Mesial,Oclusal,ninguna,ninguna,ninguna,40.5,limpia,Bulk,Bulk,4.0,291.5,45.43,0.14,Sobreobturado
II,30,Mesial,Oclusal,Bucal,ninguna,ninguna,52.5,limpia,Estratificacion,Con fibra de vidrio,3.0,433.75,16.39,-0.18,Subobturado
II,16,Mesial,Oclusal,ninguna,ninguna,ninguna,46.0,con_tejido,Bulk,Bulk,1.0,158.82,24.54,-0.12,Subobturado
II,28,Distal,Oclusal,Bucal,ninguna,ninguna,44.0,con_tejido,Estratificacion,Con fibra de vidrio,3.25,310.21,15.88,0.1,Equiobturado
II,2,Mesial,Distal,Oclusal,Bucal,Lingual,127.0,con_tejido,Bulk,Con fibra de vidrio,4.0,1242.22,131.1,0.08,Equiobturado
II,29,Distal,Oclusal,Lingual,ninguna,ninguna,48.25,con_tejido,Bulk,Fluida,2.0,243.78,24.27,-0.07,Subobturado
I,8,Lingual,ninguna,ninguna,ninguna,ninguna,5.5,con_tejido,Bulk,Fluida,2.0,121.25,8.97,0.05,Equiobturado
V,30,Bucal,ninguna,ninguna,ninguna,ninguna,9.75,con_tejido,Bulk,Fluida,3.0,212.46,19.77,0.06,Equiobturado
V,21,Lingual,ninguna,ninguna,ninguna,ninguna,16.25,limpia,Estratificacion,Bulk,1.5,157.03,6.23,0.13,Sobreobturado
I,5,Oclusal,ninguna,ninguna,ninguna,ninguna,9.75,con_tejido,Bulk,Fluida,3.25,196.0,23.13,0.14,Sobreobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,10.5,limpia,Bulk,Compuesta,3.5,240.31,33.38,0.01,Equiobturado
IV,7,Distal,Bucal,Lingual,ninguna,ninguna,32.5,limpia,Estratificacion,Fluida,2.5,234.33,27.63,0.14,Sobreobturado
III,9,Mesial,Lingual,ninguna,ninguna,ninguna,12.75,con_tejido,Estratificacion,Con fibra de vidrio,3.5,156.69,18.02,-0.19,Subobturado
V,28,Bucal,ninguna,ninguna,ninguna,ninguna,7.25,limpia,Estratificacion,Fluida,2.75,165.16,20.2,-0.05,Subobturado
III,25,Mesial,Lingual,ninguna,ninguna,ninguna,14.0,limpia,Bulk,Compuesta,2.75,142.25,20.05,0.04,Equiobturado
V,22,Bucal,ninguna,ninguna,ninguna,ninguna,10.5,limpia,Bulk,Fluida,3.0,207.81,37.24,0.04,Equiobturado
V,23,Bucal,ninguna,ninguna,ninguna,ninguna,8.5,limpia,Estratificacion,Compuesta,3.25,207.81,12.45,-0.16,Subobturado
I,27,Bucal,ninguna,ninguna,ninguna,ninguna,2.5,limpia,Bulk,Fluida,3.75,130.0,6.06,0.06,Equiobturado
II,17,Mesial,Distal,Oclusal,ninguna,ninguna,34.5,limpia,Estratificacion,Bulk,2.0,221.09,21.13,0.13,Sobreobturado
I,13,Bucal,ninguna,ninguna,ninguna,ninguna,10.5,limpia,Estratificacion,Bulk,1.75,135.25,17.58,0.0,Equiobturado
V,7,Bucal,ninguna,ninguna,ninguna,ninguna,16.5,con_tejido,Estratificacion,Fluida,2.5,224.06,29.12,0.12,Sobreobturado
V,16,Lingual,ninguna,ninguna,ninguna,ninguna,9.25,con_tejido,Bulk,Compuesta,2.5,165.16,12.41,0.11,Sobreobturado
III,7,Mesial,Lingual,ninguna,ninguna,ninguna,14.5,limpia,Estratificacion,Bulk,1.75,113.38,10.09,-0.1,Subobturado
I,8,Lingual,ninguna,ninguna,ninguna,ninguna,2.5,con_tejido,Estratificacion,Compuesta,3.75,130.0,9.23,0.15,Sobreobturado
II,30,Mesial,Distal,Oclusal,Bucal,Lingual,108.5,con_tejido,Estratificacion,Con fibra de vidrio,3.5,1110.0,128.45,0.17,Sobreobturado
V,2,Lingual,ninguna,ninguna,ninguna,ninguna,7.75,limpia,Estratificacion,Fluida,1.0,36.38,2.62,0.03,Equiobturado
III,24,Mesial,Lingual,ninguna,ninguna,ninguna,13.5,limpia,Estratificacion,Bulk,2.25,121.62,19.31,0.03,Equiobturado
II,32,Mesial,Oclusal,Bucal,ninguna,ninguna,63.0,limpia,Bulk,Con fibra de vidrio,3.75,473.22,84.56,0.1,Equiobturado
II,19,Distal,Oclusal,ninguna,ninguna,ninguna,45.5,limpia,Estratificacion,Fluida,3.5,291.5,38.59,0.19,Sobreobturado
III,27,Distal,Lingual,ninguna,ninguna,ninguna,11.75,limpia,Bulk,Fluida,3.5,148.44,14.64,0.1,Equiobturado
I,23,Oclusal,ninguna,ninguna,ninguna,ninguna,3.75,con_tejido,Estratificacion,Con fibra de vidrio,1.75,81.88,7.2,0.15,Sobreobturado
II,4,Distal,Oclusal,Lingual,ninguna,ninguna,42.5,con_tejido,Bulk,Compuesta,2.25,228.45,11.19,-0.14,Subobturado
II,21,Mesial,Oclusal,ninguna,ninguna,ninguna,41.0,limpia,Estratificacion,Fluida,3.75,178.55,11.42,0.11,Sobreobturado
V,4,Bucal,ninguna,ninguna,ninguna,ninguna,9.0,limpia,Bulk,Compuesta,3.75,244.37,10.8,0.14,Sobreobturado
I,29,Lingual,ninguna,ninguna,ninguna,ninguna,3.75,con_tejido,Estratificacion,Bulk,2.75,119.5,17.24,0.13,Sobreobturado
II,21,Mesial,Oclusal,ninguna,ninguna,ninguna,32.0,con_tejido,Estratificacion,Fluida,2.5,107.6,14.02,0.12,Sobreobturado
I,12,Bucal,ninguna,ninguna,ninguna,ninguna,8.25,limpia,Estratificacion,Bulk,3.5,193.75,33.82,0.16,Sobreobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,4.25,con_tejido,Bulk,Compuesta,3.25,173.28,13.87,0.08,Equiobturado
V,13,Lingual,ninguna,ninguna,ninguna,ninguna,13.75,con_tejido,Bulk,Bulk,3.75,282.97,40.41,0.16,Sobreobturado
I,2,Lingual,ninguna,ninguna,ninguna,ninguna,5.5,limpia,Estratificacion,Bulk,1.25,81.25,11.4,-0.11,Subobturado
V,29,Lingual,ninguna,ninguna,ninguna,ninguna,16.5,con_tejido,Estratificacion,Fluida,2.5,224.06,8.42,0.11,Sobreobturado
II,20,Mesial,Oclusal,Lingual,ninguna,ninguna,41.5,limpia,Estratificacion,Compuesta,3.0,277.36,33.11,-0.02,Subobturado
II,1,Distal,Oclusal,Bucal,ninguna,ninguna,56.75,limpia,Estratificacion,Con fibra de vidrio,3.0,391.78,64.25,0.17,Sobreobturado
IV,8,Mesial,Bucal,Lingual,ninguna,ninguna,29.5,limpia,Estratificacion,Con fibra de vidrio,3.0,259.69,39.2,-0.04,Subobturado
II,12,Mesial,Oclusal,Lingual,ninguna,ninguna,46.25,limpia,Bulk,Con fibra de vidrio,1.5,195.6,11.02,0.14,Sobreobturado
I,32,Lingual,ninguna,ninguna,ninguna,ninguna,3.25,con_tejido,Bulk,Con fibra de vidrio,1.5,64.38,7.19,0.12,Sobreobturado
IV,22,Distal,Bucal,Lingual,ninguna,ninguna,20.25,con_tejido,Bulk,Fluida,1.75,139.67,13.9,0.18,Sobreobturado
I,18,Lingual,ninguna,ninguna,ninguna,ninguna,13.75,con_tejido,Bulk,Fluida,4.0,375.89,29.3,-0.13,Subobturado
V,31,Bucal,ninguna,ninguna,ninguna,ninguna,36.25,con_tejido,Bulk,Con fibra de vidrio,2.75,271.65,41.21,0.08,Equiobturado
V,13,Bucal,ninguna,ninguna,ninguna,ninguna,10.0,limpia,Estratificacion,Con fibra de vidrio,1.5,106.25,6.32,0.01,Equiobturado
II,13,Mesial,Oclusal,ninguna,ninguna,ninguna,31.25,con_tejido,Bulk,Con fibra de vidrio,2.0,88.62,3.53,0.04,Equiobturado
IV,25,Distal,Bucal,Lingual,ninguna,ninguna,43.0,limpia,Estratificacion,Con fibra de vidrio,1.25,181.08,26.3,0.19,Sobreobturado
III,22,Distal,Lingual,ninguna,ninguna,ninguna,8.25,con_tejido,Bulk,Bulk,1.25,45.31,5.9,0.19,Sobreobturado
II,18,Distal,Oclusal,Lingual,ninguna,ninguna,73.5,con_tejido,Bulk,Compuesta,2.75,489.75,23.65,0.05,Equiobturado
II,2,Distal,Oclusal,Bucal,ninguna,ninguna,43.5,con_tejido,Bulk,Con fibra de vidrio,4.0,472.25,16.67,0.02,Equiobturado
IV,10,Mesial,Bucal,Lingual,ninguna,ninguna,25.5,con_tejido,Estratificacion,Bulk,3.5,281.67,45.91,-0.15,Subobturado
IV,23,Mesial,Bucal,Lingual,ninguna,ninguna,43.75,con_tejido,Bulk,Fluida,1.75,219.12,18.65,0.06,Equiobturado
I,27,Oclusal,ninguna,ninguna,ninguna,ninguna,2.75,con_tejido,Estratificacion,Bulk,3.75,134.38,10.31,0.14,Sobreobturado
III,25,Distal,Lingual,ninguna,ninguna,ninguna,9.25,limpia,Bulk,Bulk,3.0,111.31,4.84,0.01,Equiobturado
I,1,Oclusal,ninguna,ninguna,ninguna,ninguna,2.0,limpia,Bulk,Bulk,3.75,121.25,11.07,0.16,Sobreobturado
IV,23,Mesial,Bucal,Lingual,ninguna,ninguna,20.75,con_tejido,Estratificacion,Compuesta,1.0,88.11,12.3,0.08,Equiobturado
V,25,Bucal,ninguna,ninguna,ninguna,ninguna,15.5,limpia,Bulk,Bulk,2.75,232.19,19.46,0.17,Sobreobturado
I,31,Bucal,ninguna,ninguna,ninguna,ninguna,3.0,con_tejido,Estratificacion,Con fibra de vidrio,3.0,185.71,11.57,-0.12,Subobturado
II,2,Mesial,Distal,Oclusal,Lingual,ninguna,93.0,limpia,Estratificacion,Fluida,2.25,752.0,109.51,0.16,Sobreobturado
II,30,Distal,Oclusal,Bucal,ninguna,ninguna,64.25,con_tejido,Bulk,Con fibra de vidrio,1.0,334.88,23.71,0.16,Sobreobturado
II,2,Mesial,Distal,Oclusal,ninguna,ninguna,57.25,con_tejido,Estratificacion,Con fibra de vidrio,1.0,310.38,31.3,0.06,Equiobturado
II,3,Mesial,Distal,Oclusal,ninguna,ninguna,67.0,con_tejido,Bulk,Fluida,1.25,362.0,46.72,0.01,Equiobturado
I,5,Bucal,ninguna,ninguna,ninguna,ninguna,5.75,limpia,Bulk,Compuesta,2.0,103.75,12.32,-0.17,Subobturado
V,9,Bucal,ninguna,ninguna,ninguna,ninguna,18.75,limpia,Estratificacion,Con fibra de vidrio,1.0,144.84,7.64,0.11,Sobreobturado
II,19,Distal,Oclusal,Lingual,ninguna,ninguna,40.25,con_tejido,Bulk,Compuesta,2.25,338.38,15.59,0.06,Equiobturado
V,15,Lingual,ninguna,ninguna,ninguna,ninguna,37.75,limpia,Bulk,Fluida,2.75,276.21,42.36,-0.16,Subobturado
II,14,Mesial,Distal,Oclusal,ninguna,ninguna,52.25,limpia,Bulk,Fluida,3.5,467.88,56.2,0.04,Equiobturado
II,16,Distal,Oclusal,Bucal,ninguna,ninguna,51.25,con_tejido,Estratificacion,Compuesta,2.75,349.39,23.34,-0.11,Subobturado
II,14,Mesial,Distal,Oclusal,Bucal,ninguna,90.5,limpia,Bulk,Fluida,4.0,882.0,48.2,0.08,Equiobturado
I,31,Lingual,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Bulk,Con fibra de vidrio,2.25,150.89,4.76,-0.18,Subobturado
I,30,Lingual,ninguna,ninguna,ninguna,ninguna,11.5,con_tejido,Bulk,Compuesta,3.0,276.79,43.97,-0.16,Subobturado
II,21,Mesial,Oclusal,Lingual,ninguna,ninguna,35.75,limpia,Estratificacion,Fluida,3.75,298.53,21.98,0.13,Sobreobturado
I,15,Oclusal,ninguna,ninguna,ninguna,ninguna,4.0,limpia,Estratificacion,Compuesta,3.25,215.18,13.5,0.17,Sobreobturado
I,11,Bucal,ninguna,ninguna,ninguna,ninguna,4.25,con_tejido,Bulk,Bulk,2.25,108.12,4.49,0.18,Sobreobturado
I,20,Bucal,ninguna,ninguna,ninguna,ninguna,4.5,con_tejido,Estratificacion,Bulk,1.0,47.5,6.0,0.06,Equiobturado
II,1,Distal,Oclusal,Bucal,ninguna,ninguna,41.75,con_tejido,Bulk,Con fibra de vidrio,2.0,253.45,27.95,0.16,Sobreobturado
II,5,Mesial,Oclusal,Bucal,ninguna,ninguna,46.25,con_tejido,Bulk,Con fibra de vidrio,2.25,250.35,9.66,0.12,Sobreobturado
II,2,Mesial,Distal,Oclusal,Lingual,ninguna,115.5,con_tejido,Bulk,Con fibra de vidrio,3.0,902.0,108.63,0.09,Equiobturado
II,5,Distal,Oclusal,Lingual,ninguna,ninguna,40.0,con_tejido,Bulk,Bulk,4.0,341.6,45.79,-0.08,Subobturado
VI,27,Incisal,ninguna,ninguna,ninguna,ninguna,14.5,limpia,Estratificacion,Compuesta,1.5,112.28,19.76,0.18,Sobreobturado
I,1,Bucal,ninguna,ninguna,ninguna,ninguna,5.75,con_tejido,Estratificacion,Bulk,1.75,116.88,15.27,-0.03,Subobturado
II,30,Distal,Oclusal,ninguna,ninguna,ninguna,40.0,limpia,Bulk,Con fibra de vidrio,2.5,245.0,18.11,0.07,Equiobturado
I,23,Lingual,ninguna,ninguna,ninguna,ninguna,3.25,limpia,Bulk,Fluida,2.5,99.38,6.55,0.16,Sobreobturado
V,11,Lingual,ninguna,ninguna,ninguna,ninguna,17.25,con_tejido,Bulk,Con fibra de vidrio,3.0,262.66,18.79,0.08,Equiobturado
I,30,Oclusal,ninguna,ninguna,ninguna,ninguna,10.5,limpia,Bulk,Compuesta,1.0,116.07,8.27,-0.11,Subobturado
I,2,Lingual,ninguna,ninguna,ninguna,ninguna,14.75,con_tejido,Bulk,Bulk,2.5,274.11,42.4,0.18,Sobreobturado
II,2,Distal,Oclusal,Bucal,ninguna,ninguna,66.0,con_tejido,Bulk,Fluida,1.25,358.5,44.68,0.17,Sobreobturado
I,29,Bucal,ninguna,ninguna,ninguna,ninguna,6.5,limpia,Estratificacion,Con fibra de vidrio,1.25,76.75,4.49,0.02,Equiobturado
IV,9,Mesial,Bucal,Lingual,ninguna,ninguna,28.0,con_tejido,Estratificacion,Bulk,1.5,148.12,6.11,0.2,Sobreobturado
I,21,Lingual,ninguna,ninguna,ninguna,ninguna,5.5,limpia,Estratificacion,Con fibra de vidrio,3.5,169.0,10.11,-0.06,Subobturado
III,6,Mesial,Lingual,ninguna,ninguna,ninguna,9.25,con_tejido,Estratificacion,Fluida,3.25,119.56,9.81,-0.14,Subobturado
I,20,Oclusal,ninguna,ninguna,ninguna,ninguna,6.0,limpia,Bulk,Con fibra de vidrio,4.0,196.0,33.77,0.16,Sobreobturado
II,32,Mesial,Oclusal,ninguna,ninguna,ninguna,35.5,limpia,Estratificacion,Compuesta,1.5,141.55,18.11,0.05,Equiobturado
I,13,Oclusal,ninguna,ninguna,ninguna,ninguna,8.75,con_tejido,Estratificacion,Fluida,2.25,142.0,17.58,0.03,Equiobturado
II,14,Mesial,Distal,Oclusal,Bucal,ninguna,91.5,con_tejido,Estratificacion,Bulk,3.25,826.0,109.79,-0.18,Subobturado
I,3,Lingual,ninguna,ninguna,ninguna,ninguna,12.5,con_tejido,Estratificacion,Fluida,3.0,287.5,12.32,0.03,Equiobturado
I,21,Oclusal,ninguna,ninguna,ninguna,ninguna,2.5,limpia,Bulk,Compuesta,3.25,130.75,9.18,0.16,Sobreobturado
I,4,Lingual,ninguna,ninguna,ninguna,ninguna,8.5,limpia,Bulk,Fluida,3.0,173.5,8.67,-0.1,Subobturado
I,9,Bucal,ninguna,ninguna,ninguna,ninguna,5.75,limpia,Estratificacion,Con fibra de vidrio,3.0,160.62,7.1,-0.06,Subobturado
II,19,Mesial,Oclusal,Lingual,ninguna,ninguna,40.25,con_tejido,Estratificacion,Bulk,2.0,320.88,42.79,0.13,Sobreobturado
IV,24,Mesial,Bucal,Lingual,ninguna,ninguna,37.75,con_tejido,Estratificacion,Fluida,3.0,287.58,28.66,0.19,Sobreobturado
II,31,Mesial,Oclusal,Lingual,ninguna,ninguna,51.25,limpia,Bulk,Con fibra de vidrio,2.5,394.38,25.68,0.18,Sobreobturado
II,19,Mesial,Distal,Oclusal,Bucal,Lingual,137.5,con_tejido,Bulk,Fluida,1.5,1038.89,133.68,0.09,Equiobturado
V,31,Lingual,ninguna,ninguna,ninguna,ninguna,33.75,limpia,Estratificacion,Fluida,3.0,285.31,23.47,0.04,Equiobturado
I,18,Oclusal,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Estratificacion,Bulk,3.5,244.64,25.28,0.12,Sobreobturado
I,14,Bucal,ninguna,ninguna,ninguna,ninguna,4.75,limpia,Estratificacion,Con fibra de vidrio,1.25,73.21,3.7,-0.18,Subobturado
II,16,Mesial,Distal,Oclusal,ninguna,ninguna,57.25,con_tejido,Estratificacion,Con fibra de vidrio,2.25,340.47,41.78,0.08,Equiobturado
II,2,Mesial,Distal,Oclusal,Bucal,ninguna,108.25,limpia,Estratificacion,Bulk,3.0,873.0,115.05,0.05,Equiobturado
II,3,Mesial,Distal,Oclusal,Bucal,Lingual,124.25,con_tejido,Estratificacion,Con fibra de vidrio,3.5,1180.0,185.96,0.16,Sobreobturado
II,20,Distal,Oclusal,Bucal,ninguna,ninguna,47.0,limpia,Estratificacion,Bulk,3.0,309.48,9.89,0.19,Sobreobturado
I,20,Oclusal,ninguna,ninguna,ninguna,ninguna,4.75,limpia,Bulk,Bulk,2.0,94.75,11.3,0.06,Equiobturado
V,22,Lingual,ninguna,ninguna,ninguna,ninguna,9.0,con_tejido,Bulk,Compuesta,2.75,179.38,23.05,-0.02,Subobturado
III,22,Distal,Lingual,ninguna,ninguna,ninguna,14.25,limpia,Bulk,Compuesta,2.25,127.81,22.41,-0.17,Subobturado
I,15,Bucal,ninguna,ninguna,ninguna,ninguna,8.75,limpia,Estratificacion,Bulk,3.0,247.32,27.09,-0.1,Subobturado
V,16,Lingual,ninguna,ninguna,ninguna,ninguna,5.25,con_tejido,Estratificacion,Bulk,3.5,197.66,29.0,0.14,Sobreobturado
II,13,Distal,Oclusal,Lingual,ninguna,ninguna,36.5,limpia,Estratificacion,Con fibra de vidrio,2.5,211.66,9.16,0.06,Equiobturado
IV,10,Distal,Bucal,Lingual,ninguna,ninguna,15.75,con_tejido,Estratificacion,Bulk,1.25,88.95,5.67,-0.17,Subobturado
II,18,Distal,Oclusal,Bucal,ninguna,ninguna,73.25,limpia,Estratificacion,Bulk,2.0,436.38,44.87,0.1,Equiobturado
II,2,Mesial,Distal,Oclusal,ninguna,ninguna,67.0,limpia,Estratificacion,Bulk,2.0,414.5,55.44,0.15,Sobreobturado
II,21,Distal,Oclusal,ninguna,ninguna,ninguna,40.25,limpia,Bulk,Compuesta,2.25,126.57,16.02,0.19,Sobreobturado
I,14,Bucal,ninguna,ninguna,ninguna,ninguna,5.75,con_tejido,Bulk,Compuesta,1.5,102.68,13.17,-0.03,Subobturado
III,11,Mesial,Lingual,ninguna,ninguna,ninguna,14.5,limpia,Estratificacion,Bulk,3.5,171.12,17.14,0.11,Sobreobturado
V,25,Bucal,ninguna,ninguna,ninguna,ninguna,9.75,limpia,Estratificacion,Con fibra de vidrio,2.0,136.72,24.29,0.0,Equiobturado
V,10,Bucal,ninguna,ninguna,ninguna,ninguna,11.0,con_tejido,Bulk,Con fibra de vidrio,3.0,211.87,37.39,0.11,Sobreobturado
II,14,Mesial,Distal,Oclusal,ninguna,ninguna,75.75,limpia,Estratificacion,Fluida,3.75,567.62,86.14,0.04,Equiobturado
II,13,Distal,Oclusal,Bucal,ninguna,ninguna,35.25,con_tejido,Bulk,Bulk,3.25,259.11,8.49,-0.11,Subobturado
V,31,Lingual,ninguna,ninguna,ninguna,ninguna,17.25,limpia,Estratificacion,Con fibra de vidrio,2.5,192.72,24.37,0.12,Sobreobturado
V,1,Lingual,ninguna,ninguna,ninguna,ninguna,15.25,con_tejido,Bulk,Bulk,3.75,295.16,26.47,0.04,Equiobturado
II,28,Mesial,Oclusal,Lingual,ninguna,ninguna,28.75,con_tejido,Bulk,Bulk,1.75,111.65,7.42,0.19,Sobreobturado
V,1,Bucal,ninguna,ninguna,ninguna,ninguna,12.5,limpia,Bulk,Fluida,1.25,110.31,7.55,-0.17,Subobturado
